index,roi_id,s2_id,component_id
775,ROI_3927,S2B_MSIL1C_20191006T082819_N0208_R021_T34KCD_20191006T122709,ROI_3927
776,ROI_3927,S2A_MSIL1C_20191031T083101_N0208_R021_T34KCD_20191031T095919,ROI_3927
777,ROI_3927,S2A_MSIL1C_20191230T083341_N0208_R021_T34KCD_20191230T100037,ROI_3927
778,ROI_3927,S2B_MSIL1C_20200314T082719_N0209_R021_T34KCD_20200314T122414,ROI_3927
779,ROI_3927,S2A_MSIL1C_20200428T082601_N0209_R021_T34KCD_20200428T105026,ROI_3927
780,ROI_4348,S2B_MSIL1C_20190316T052649_N0207_R105_T44SMF_20190316T105044,ROI_4348
781,ROI_4348,S2B_MSIL1C_20190502T051659_N0207_R062_T44SMF_20190502T085837,ROI_4348
782,ROI_4348,S2A_MSIL1C_20190706T051701_N0207_R062_T44SMF_20190706T083048,ROI_4348
783,ROI_4348,S2B_MSIL1C_20200117T052139_N0208_R062_T44SMF_20200117T080810,ROI_4348
784,ROI_4348,S2B_MSIL1C_20200120T053129_N0208_R105_T44SMF_20200120T080830,ROI_4348
785,ROI_4463,S2A_MSIL1C_20190623T014701_N0207_R017_T55WFP_20190623T034205,ROI_4463
786,ROI_4463,S2B_MSIL1C_20200406T015649_N0209_R060_T55WFP_20200406T034027,ROI_4463
787,ROI_4463,S2A_MSIL1C_20200525T013701_N0209_R117_T55WFP_20200525T034347,ROI_4463
788,ROI_4463,S2B_MSIL1C_20200602T014659_N0209_R017_T55WFP_20200602T033426,ROI_4463
789,ROI_4463,S2A_MSIL1C_20200720T015701_N0209_R060_T55WFP_20200720T040526,ROI_4463
790,ROI_4477,S2A_MSIL1C_20190505T025551_N0207_R032_T52VCH_20190505T044706,ROI_4477
791,ROI_4477,S2A_MSIL1C_20190614T025551_N0207_R032_T52VCH_20190614T055620,ROI_4477
792,ROI_4477,S2A_MSIL1C_20191128T025041_N0208_R132_T52VCH_20191128T041016,ROI_4477
793,ROI_4477,S2A_MSIL1C_20200416T024551_N0209_R132_T52VCH_20200416T043705,ROI_4477
794,ROI_4477,S2A_MSIL1C_20200615T024551_N0209_R132_T52VCH_20200615T043704,ROI_4477
795,ROI_4547,S2B_MSIL1C_20190316T052649_N0207_R105_T45TUN_20190316T092916,ROI_4547
796,ROI_4547,S2A_MSIL1C_20190430T052651_N0207_R105_T45TUN_20190430T084523,ROI_4547
797,ROI_4547,S2B_MSIL1C_20190820T051659_N0208_R062_T45TUN_20190820T085803,ROI_4547
798,ROI_4547,S2B_MSIL1C_20200310T052649_N0209_R105_T45TUN_20200310T090919,ROI_4547
799,ROI_4547,S2B_MSIL1C_20200618T052649_N0209_R105_T45TUN_20200618T081120,ROI_4547
800,ROI_4704,S2A_MSIL1C_20190322T013651_N0207_R117_T56WNV_20190322T031423,ROI_4704
801,ROI_4704,S2B_MSIL1C_20190529T014659_N0207_R017_T56WNV_20190529T033934,ROI_4704
802,ROI_4704,S2B_MSIL1C_20190625T013659_N0207_R117_T56WNV_20190625T032008,ROI_4704
803,ROI_4704,S2B_MSIL1C_20200527T012659_N0209_R074_T56WNV_20200527T031553,ROI_4704
804,ROI_4704,S2B_MSIL1C_20200619T013659_N0209_R117_T56WNV_20200619T032447,ROI_4704
805,ROI_4797,S2A_MSIL1C_20190225T090941_N0207_R050_T34RDT_20190225T111135,ROI_4797
806,ROI_4797,S2A_MSIL1C_20191006T092031_N0208_R093_T34RDT_20191006T105147,ROI_4797
807,ROI_4797,S2B_MSIL1C_20191220T092309_N0208_R093_T34RDT_20191220T102651,ROI_4797
808,ROI_4797,S2B_MSIL1C_20200225T090849_N0209_R050_T34RDT_20200225T113011,ROI_4797
809,ROI_4797,S2B_MSIL1C_20200309T092029_N0209_R093_T34RDT_20200309T115316,ROI_4797
810,ROI_5145,S2B_MSIL1C_20200114T201759_N0208_R028_T08VNM_20200114T214228,ROI_5145
811,ROI_5145,S2A_MSIL1C_20190706T201851_N0207_R071_T08VNM_20190706T234253,ROI_5145
812,ROI_5145,S2A_MSIL1C_20190924T202151_N0208_R071_T08VNM_20190924T221523,ROI_5145
813,ROI_5145,S2A_MSIL1C_20200521T201901_N0209_R071_T08VNM_20200521T234051,ROI_5145
814,ROI_5145,S2A_MSIL1C_20200630T201851_N0209_R071_T08VNM_20200630T234014,ROI_5145
815,ROI_5244,S2B_MSIL1C_20181227T032139_N0207_R118_T50TLM_20181227T055732,ROI_5244
816,ROI_5244,S2B_MSIL1C_20190801T030549_N0208_R075_T50TLM_20190801T064211,ROI_5244
817,ROI_5244,S2A_MSIL1C_20200515T031541_N0209_R118_T50TLM_20200515T062025,ROI_5244
818,ROI_5244,S2B_MSIL1C_20200527T030549_N0209_R075_T50TLM_20200527T060659,ROI_5244
819,ROI_5244,S2B_MSIL1C_20200729T031539_N0209_R118_T50TLM_20200729T073755,ROI_5244
820,ROI_5305,S2B_MSIL1C_20190602T012709_N0207_R074_T54TXP_20190602T031012,ROI_5305
821,ROI_5305,S2B_MSIL1C_20190930T012659_N0208_R074_T54TXP_20190930T031046,ROI_5305
822,ROI_5305,S2A_MSIL1C_20191121T011941_N0208_R031_T54TXP_20191121T030930,ROI_5305
823,ROI_5305,S2B_MSIL1C_20200128T012919_N0208_R074_T54TXP_20200128T030621,ROI_5305
824,ROI_5305,S2B_MSIL1C_20200706T012659_N0209_R074_T54TXP_20200706T031425,ROI_5305
825,ROI_5607,S2B_MSIL1C_20190404T073619_N0207_R092_T36KVU_20190404T111901,ROI_5607
826,ROI_5607,S2A_MSIL1C_20200213T074021_N0209_R092_T36KVU_20200213T104800,ROI_5607
827,ROI_5607,S2A_MSIL1C_20200314T073651_N0209_R092_T36KVU_20200314T104330,ROI_5607
828,ROI_5607,S2A_MSIL1C_20200413T073611_N0209_R092_T36KVU_20200413T105832,ROI_5607
829,ROI_5607,S2A_MSIL1C_20200712T073621_N0209_R092_T36KVU_20200712T104256,ROI_5607
830,ROI_5622,S2B_MSIL1C_20190811T080619_N0208_R078_T35LPK_20190811T110312,ROI_0936
831,ROI_5622,S2A_MSIL1C_20191224T081341_N0208_R078_T35LPK_20191224T100943,ROI_0936
832,ROI_5622,S2A_MSIL1C_20200222T080931_N0209_R078_T35LPK_20200222T110050,ROI_0936
833,ROI_5622,S2B_MSIL1C_20200227T080859_N0209_R078_T35LPK_20200227T105742,ROI_0936
834,ROI_5622,S2B_MSIL1C_20200606T080609_N0209_R078_T35LPK_20200606T110055,ROI_0936
835,ROI_5830,S2A_MSIL1C_20190103T090351_N0207_R007_T34NBM_20190103T110458,ROI_5830
836,ROI_5830,S2B_MSIL1C_20190528T085609_N0207_R007_T34NBM_20190528T115440,ROI_5830
837,ROI_5830,S2B_MSIL1C_20190925T085709_N0208_R007_T34NBM_20190925T124423,ROI_5830
838,ROI_5830,S2A_MSIL1C_20191030T090111_N0208_R007_T34NBM_20191030T110312,ROI_5830
839,ROI_5830,S2B_MSIL1C_20200611T085559_N0209_R007_T34NBM_20200611T120008,ROI_5830
840,ROI_5860,S2A_MSIL1C_20190327T125311_N0207_R052_T24KTB_20190327T174851,ROI_1261
841,ROI_5860,S2B_MSIL1C_20190501T125319_N0207_R052_T24KTB_20190501T142241,ROI_1261
842,ROI_5860,S2B_MSIL1C_20191028T125309_N0208_R052_T24KTB_20191028T132830,ROI_1261
843,ROI_5860,S2B_MSIL1C_20191227T125309_N0208_R052_T24KTB_20191227T132630,ROI_1261
844,ROI_5860,S2B_MSIL1C_20200425T125309_N0209_R052_T24KTB_20200425T142453,ROI_1261
845,ROI_5940,S2A_MSIL1C_20191115T143731_N0208_R096_T19HCV_20191115T180153,ROI_5940
846,ROI_5940,S2B_MSIL1C_20200126T142649_N0208_R053_T19HCV_20200126T174938,ROI_5940
847,ROI_5940,S2A_MSIL1C_20200403T143721_N0209_R096_T19HCV_20200403T180123,ROI_5940
848,ROI_5940,S2A_MSIL1C_20200410T142731_N0209_R053_T19HCV_20200410T175113,ROI_5940
849,ROI_5940,S2B_MSIL1C_20200528T143729_N0209_R096_T19HCV_20200528T175808,ROI_5940
850,ROI_6118,S2A_MSIL1C_20190316T132231_N0207_R038_T23MMQ_20190316T150308,ROI_6118
851,ROI_6118,S2B_MSIL1C_20190609T132239_N0207_R038_T23MMQ_20190609T150131,ROI_6118
852,ROI_6118,S2B_MSIL1C_20190808T132239_N0208_R038_T23MMQ_20190808T145941,ROI_6118
853,ROI_6118,S2A_MSIL1C_20190912T132231_N0208_R038_T23MMQ_20190912T145947,ROI_6118
854,ROI_6118,S2A_MSIL1C_20191111T132241_N0208_R038_T23MMQ_20191111T145626,ROI_6118
855,ROI_6213,S2A_MSIL1C_20190125T145721_N0207_R039_T19PGP_20190125T164214,ROI_6213
856,ROI_6213,S2A_MSIL1C_20190326T145731_N0207_R039_T19PGP_20190326T213333,ROI_6213
857,ROI_6213,S2A_MSIL1C_20190724T145731_N0208_R039_T19PGP_20190724T163519,ROI_6213
858,ROI_6213,S2A_MSIL1C_20200330T145721_N0209_R039_T19PGP_20200330T163543,ROI_6213
859,ROI_6213,S2B_MSIL1C_20200424T145719_N0209_R039_T19PGP_20200424T163635,ROI_6213
860,ROI_6461,S2B_MSIL1C_20190713T143759_N0208_R096_T19MHP_20190713T161720,ROI_6461
861,ROI_6461,S2A_MSIL1C_20190728T143751_N0208_R096_T20MKU_20190728T180109,ROI_6461
862,ROI_6461,S2A_MSIL1C_20190926T143751_N0208_R096_T20MKU_20190926T161842,ROI_6461
863,ROI_6461,S2B_MSIL1C_20191220T143719_N0208_R096_T19MHP_20191220T161921,ROI_6461
864,ROI_6461,S2B_MSIL1C_20200109T143719_N0208_R096_T19MHP_20200109T161848,ROI_6461
865,ROI_6641,S2A_MSIL1C_20190722T185921_N0208_R013_T10TDN_20190722T223806,ROI_6641
866,ROI_6641,S2A_MSIL1C_20190920T190051_N0208_R013_T10TDN_20190920T223258,ROI_6641
867,ROI_6641,S2B_MSIL1C_20191124T190719_N0208_R013_T10TDN_20191124T205059,ROI_6641
868,ROI_6641,S2B_MSIL1C_20200621T185919_N0209_R013_T10TDN_20200621T205602,ROI_6641
869,ROI_6641,S2B_MSIL1C_20200711T185919_N0209_R013_T10TDN_20200711T205611,ROI_6641
870,ROI_6833,S2B_MSIL1C_20190102T140049_N0207_R067_T21JTF_20190102T154017,ROI_6833
871,ROI_6833,S2A_MSIL1C_20190206T140051_N0207_R067_T21JTF_20190206T153957,ROI_6833
872,ROI_6833,S2B_MSIL1C_20190419T135119_N0207_R024_T21JTF_20190419T170904,ROI_6833
873,ROI_6833,S2A_MSIL1C_20190517T140101_N0207_R067_T21JTF_20190517T154032,ROI_6833
874,ROI_6833,S2A_MSIL1C_20200511T140101_N0209_R067_T21JTF_20200511T154123,ROI_6833
875,ROI_6860,S2B_MSIL1C_20190228T152639_N0207_R025_T18PZU_20190228T201450,ROI_6860
876,ROI_6860,S2A_MSIL1C_20190305T152631_N0207_R025_T18PZU_20190305T220000,ROI_6860
877,ROI_6860,S2A_MSIL1C_20200208T152631_N0209_R025_T18PZU_20200208T170432,ROI_6860
878,ROI_6860,S2A_MSIL1C_20200707T152641_N0209_R025_T18PZU_20200707T184608,ROI_6860
879,ROI_6860,S2B_MSIL1C_20200709T151709_N0209_R125_T18PZU_20200709T184134,ROI_6860
880,ROI_6908,S2A_MSIL1C_20190227T181311_N0207_R084_T12TYT_20190227T214210,ROI_6908
881,ROI_6908,S2A_MSIL1C_20190617T180921_N0207_R084_T12TYT_20190617T215258,ROI_6908
882,ROI_6908,S2A_MSIL1C_20190627T180921_N0207_R084_T12TYT_20190627T231748,ROI_6908
883,ROI_6908,S2A_MSIL1C_20190717T180921_N0208_R084_T12TYT_20190717T214730,ROI_6908
884,ROI_6908,S2B_MSIL1C_20190831T180919_N0208_R084_T12TYT_20190831T214618,ROI_6908
885,ROI_7063,S2A_MSIL1C_20181226T080331_N0207_R035_T35JNK_20181226T101636,ROI_7063
886,ROI_7063,S2B_MSIL1C_20190308T074749_N0207_R135_T35JNK_20190308T113721,ROI_7063
887,ROI_7063,S2A_MSIL1C_20191108T075131_N0208_R135_T35JNK_20191108T094950,ROI_7063
888,ROI_7063,S2A_MSIL1C_20191221T080331_N0208_R035_T35JNK_20191221T093659,ROI_7063
889,ROI_7063,S2B_MSIL1C_20200224T075919_N0209_R035_T35JNK_20200224T105805,ROI_7063
890,ROI_7640,S2B_MSIL1C_20190111T073259_N0207_R049_T36KWU_20190111T093739,ROI_7640
891,ROI_7640,S2B_MSIL1C_20190322T072619_N0207_R049_T36KWU_20190322T120353,ROI_7640
892,ROI_7640,S2B_MSIL1C_20190620T072629_N0207_R049_T36KWU_20190620T112941,ROI_7640
893,ROI_7640,S2B_MSIL1C_20190908T072619_N0208_R049_T36KWU_20190908T110615,ROI_7640
894,ROI_7640,S2B_MSIL1C_20200106T073209_N0208_R049_T36KWU_20200106T093706,ROI_7640
895,ROI_8052,S2A_MSIL1C_20190503T085601_N0207_R007_T34NBM_20190503T110107,ROI_5830
896,ROI_8052,S2B_MSIL1C_20190528T085609_N0207_R007_T34NBM_20190528T115440,ROI_5830
897,ROI_8052,S2B_MSIL1C_20190816T085559_N0208_R007_T34NBM_20190816T115455,ROI_5830
898,ROI_8052,S2A_MSIL1C_20200626T085601_N0209_R007_T34NBM_20200626T110320,ROI_5830
899,ROI_8052,S2B_MSIL1C_20200721T085559_N0209_R007_T34NBM_20200721T125145,ROI_5830
900,ROI_8234,S2A_MSIL1C_20181222T064251_N0207_R120_T40QEM_20181222T075533,ROI_8234
901,ROI_8234,S2A_MSIL1C_20200116T064221_N0208_R120_T40QEM_20200116T080149,ROI_8234
902,ROI_8234,S2A_MSIL1C_20200316T063621_N0209_R120_T40QEM_20200316T103205,ROI_8234
903,ROI_8234,S2B_MSIL1C_20200321T063629_N0209_R120_T40QEM_20200321T101620,ROI_8234
904,ROI_8234,S2B_MSIL1C_20200619T063629_N0209_R120_T40QEM_20200619T092628,ROI_8234
905,ROI_8347,S2B_MSIL1C_20180504T082559_N0206_R021_T37TCF_20180504T104012,ROI_8347
906,ROI_8347,S2A_MSIL1C_20180608T082601_N0206_R021_T37TCF_20180608T104719,ROI_8347
907,ROI_8347,S2A_MSIL1C_20180807T082601_N0206_R021_T37TCF_20180807T105532,ROI_8347
908,ROI_8347,S2A_MSIL1C_20190802T082611_N0208_R021_T37TCF_20190802T100029,ROI_8347
909,ROI_8347,S2B_MSIL1C_20200622T082609_N0209_R021_T37TCF_20200622T113009,ROI_8347
910,ROI_8676,S2A_MSIL1C_20180703T105621_N0206_R094_T31TCN_20180703T130749,ROI_8676
911,ROI_8676,S2B_MSIL1C_20180814T105019_N0206_R051_T30TYT_20180814T145300,ROI_8676
912,ROI_8676,S2B_MSIL1C_20180817T105619_N0206_R094_T31TCN_20180817T151857,ROI_8676
913,ROI_8676,S2B_MSIL1C_20190908T105029_N0208_R051_T31TCN_20190908T125351,ROI_8676
914,ROI_8676,S2B_MSIL1C_20200405T104619_N0209_R051_T30TYT_20200405T125258,ROI_8676
915,ROI_8710,S2B_MSIL1C_20190220T105059_N0207_R051_T31UDQ_20190220T130331,ROI_0724
916,ROI_8710,S2B_MSIL1C_20190322T105029_N0207_R051_T31UDQ_20190322T161046,ROI_0724
917,ROI_8710,S2B_MSIL1C_20190524T105629_N0207_R094_T31UDQ_20190524T130641,ROI_0724
918,ROI_8710,S2B_MSIL1C_20190720T105039_N0208_R051_T31UDQ_20190720T131057,ROI_0724
919,ROI_8710,S2B_MSIL1C_20190918T105029_N0208_R051_T31UDQ_20190918T132356,ROI_0724
920,ROI_8711,S2B_MSIL1C_20190620T105039_N0207_R051_T31UDQ_20190620T131132,ROI_8711
921,ROI_8711,S2A_MSIL1C_20190807T105621_N0208_R094_T31UDQ_20190807T112640,ROI_8711
922,ROI_8711,S2B_MSIL1C_20190819T105029_N0208_R051_T31UDQ_20190819T130826,ROI_8711
923,ROI_8711,S2B_MSIL1C_20191018T105039_N0208_R051_T31UDQ_20191018T130953,ROI_8711
924,ROI_8711,S2A_MSIL1C_20200104T110441_N0208_R094_T31UDQ_20200104T113507,ROI_8711
925,ROI_8713,S2B_MSIL1C_20180426T105029_N0206_R051_T31UDP_20180426T144550,ROI_1580
926,ROI_8713,S2B_MSIL1C_20180526T105029_N0206_R051_T31UDP_20180526T143434,ROI_1580
927,ROI_8713,S2B_MSIL1C_20180715T105029_N0206_R051_T31UDP_20180715T144536,ROI_1580
928,ROI_8713,S2B_MSIL1C_20190819T105029_N0208_R051_T31UDP_20190819T130826,ROI_1580
929,ROI_8713,S2B_MSIL1C_20200614T104629_N0209_R051_T31UDP_20200614T132532,ROI_1580
930,ROI_8945,S2A_MSIL1C_20180705T100031_N0206_R122_T33TWL_20180705T120931,ROI_8945
931,ROI_8945,S2B_MSIL1C_20190804T100039_N0208_R122_T33TWL_20190804T121318,ROI_8945
932,ROI_8945,S2A_MSIL1C_20191015T095031_N0208_R079_T33TWL_20191015T102439,ROI_8945
933,ROI_8945,S2B_MSIL1C_20200629T100029_N0209_R122_T33TWL_20200629T120854,ROI_8945
934,ROI_8945,S2B_MSIL1C_20200729T100029_N0209_R122_T33TWL_20200729T125328,ROI_8945
935,ROI_9177,S2A_MSIL1C_20190530T084601_N0207_R107_T36UWV_20190530T102320,ROI_9177
936,ROI_9177,S2A_MSIL1C_20190616T083601_N0207_R064_T36UWV_20190616T105922,ROI_9177
937,ROI_9177,S2B_MSIL1C_20190711T083609_N0208_R064_T36UWV_20190711T122427,ROI_9177
938,ROI_9177,S2B_MSIL1C_20190803T084609_N0208_R107_T36UWV_20190803T113842,ROI_9177
939,ROI_9177,S2B_MSIL1C_20200715T083559_N0209_R064_T36UWV_20200715T110214,ROI_9177
940,ROI_9184,S2B_MSIL1C_20190102T084349_N0207_R064_T36UXU_20190102T103947,ROI_9184
941,ROI_9184,S2A_MSIL1C_20190507T083601_N0207_R064_T36UXU_20190507T105859,ROI_9184
942,ROI_9184,S2A_MSIL1C_20190805T083601_N0208_R064_T36UXU_20190805T104319,ROI_9184
943,ROI_9184,S2B_MSIL1C_20190820T083609_N0208_R064_T36UXU_20190820T111513,ROI_9184
944,ROI_9184,S2B_MSIL1C_20200317T083659_N0209_R064_T36UXU_20200317T113455,ROI_9184
945,ROI_9251,S2A_MSIL1C_20190216T084031_N0207_R064_T37VEG_20190216T090604,ROI_9251
946,ROI_9251,S2A_MSIL1C_20190818T084601_N0208_R107_T37VEG_20190818T105316,ROI_9251
947,ROI_9251,S2A_MSIL1C_20191123T084301_N0208_R064_T37VEG_20191123T090818,ROI_9251
948,ROI_9251,S2A_MSIL1C_20200122T084241_N0208_R064_T37VEG_20200122T090910,ROI_9251
949,ROI_9251,S2A_MSIL1C_20200411T083601_N0209_R064_T37VEG_20200411T103556,ROI_9251
950,ROI_9277,S2B_MSIL1C_20190316T084719_N0207_R107_T37VFK_20190316T123227,ROI_0995
951,ROI_9277,S2A_MSIL1C_20190417T083601_N0207_R064_T37VFK_20190417T101351,ROI_0995
952,ROI_9277,S2B_MSIL1C_20190502T083609_N0207_R064_T37VFK_20190502T111806,ROI_0995
953,ROI_9277,S2A_MSIL1C_20190616T083601_N0207_R064_T37VFK_20190616T105922,ROI_0995
954,ROI_9277,S2A_MSIL1C_20190818T084601_N0208_R107_T38VLQ_20190818T105316,ROI_0995
955,ROI_9659,S2B_MSIL1C_20190104T024109_N0207_R089_T51TXF_20190104T042618,ROI_9659
956,ROI_9659,S2B_MSIL1C_20190504T023559_N0207_R089_T51TXF_20190504T061058,ROI_9659
957,ROI_9659,S2A_MSIL1C_20190605T022551_N0207_R046_T51TXF_20190605T041550,ROI_9659
958,ROI_9659,S2B_MSIL1C_20200119T024019_N0208_R089_T51TXF_20200119T042240,ROI_9659
959,ROI_9659,S2A_MSIL1C_20200530T022601_N0209_R046_T51TXF_20200530T041553,ROI_9659
960,ROI_9761,S2A_MSIL1C_20190120T035051_N0207_R104_T48TYT_20190120T082123,ROI_9761
961,ROI_9761,S2A_MSIL1C_20190609T034541_N0207_R104_T48TYT_20190609T063834,ROI_9761
962,ROI_9761,S2A_MSIL1C_20190629T034541_N0207_R104_T48TYT_20190630T142206,ROI_9761
963,ROI_9761,S2B_MSIL1C_20200419T034529_N0209_R104_T48TYT_20200419T063322,ROI_9761
964,ROI_9761,S2B_MSIL1C_20200618T034539_N0209_R104_T48TYT_20200618T063953,ROI_9761
965,ROI_9770,S2A_MSIL1C_20190403T053641_N0207_R005_T45VWJ_20190403T084225,ROI_9770
966,ROI_9770,S2A_MSIL1C_20190605T054641_N0207_R048_T45VWJ_20190605T093053,ROI_9770
967,ROI_9770,S2A_MSIL1C_20190804T054641_N0208_R048_T45VWJ_20190804T085106,ROI_9770
968,ROI_9770,S2B_MSIL1C_20190816T053649_N0208_R005_T45VWJ_20190816T091828,ROI_9770
969,ROI_9770,S2A_MSIL1C_20200729T054641_N0209_R048_T45VWJ_20200729T085637,ROI_9770
970,ROI_9795,S2B_MSIL1C_20190506T063639_N0207_R120_T43WER_20190506T084555,ROI_9795
971,ROI_9795,S2B_MSIL1C_20190804T063639_N0208_R120_T43WER_20190804T084617,ROI_9795
972,ROI_9795,S2A_MSIL1C_20200607T064631_N0209_R020_T43WER_20200607T085706,ROI_9795
973,ROI_9795,S2A_MSIL1C_20200617T064631_N0209_R020_T43WER_20200617T094303,ROI_9795
974,ROI_9795,S2B_MSIL1C_20200722T064629_N0209_R020_T43WER_20200722T094430,ROI_9795
